,genres,keywords,tmdbId,poster_path,title,top_cast,cast_size,crew_size,director
2662,"['Comedy', 'Crime']","['bounty', 'gangster boss', 'montreal', 'gangster', 'dentist', 'hoodlum']",2069,/rnXnZrKipVb8v4mS2Oo6Ga2O0fg.jpg,The Whole Nine Yards,"['Bruce Willis', 'Matthew Perry', 'Rosanna Arquette', 'Michael Clarke Duncan']",10,88,Jonathan Lynn
2663,"['War', 'Comedy', 'Drama']","['england', 'refugee', 'independent film', 'bosnian war']",61416,/8QHFKeRzZpN1CnPqAahlwGPnbLz.jpg,Beautiful People,"['Charlotte Coleman', 'Charles Kay', 'Rosalind Ayres', 'Julian Firth']",42,2,Jasmin Dizdar
2664,['Documentary'],[],79515,/uzLDUtdl5U4Oy2QRScfHeodBGP6.jpg,Black Tar Heroin: The Dark End of the Street,[],0,1,Steven Okazaki
2665,"['Drama', 'Crime']","['robbery', 'bar', 'blackmail', 'drinking', 'union', 'blue collar worker', 'assembly line']",14839,/mvSgpNIRLotosfzwRdwM9GwwH8W.jpg,Blue Collar,"['Richard Pryor', 'Harvey Keitel', 'Yaphet Kotto', 'Ed Begley Jr.']",15,3,Paul Schrader
2666,"['Comedy', 'Drama']","['circus', 'charlie chaplin']",28978,/awTf4Y6TGvgi3VYtGNINyyJJy9Q.jpg,The Circus,"['Charlie Chaplin', 'Al Ernest Garcia', 'Merna Kennedy', 'Harry Crocker']",9,2,Charlie Chaplin
2667,"['Comedy', 'Drama', 'Romance']","['suicide attempt', 'operation', 'blindness and impaired vision', ""love of one's life"", 'eye operation', 'flower shop', 'flower girl', 'tramp', 'love', 'millionaire', 'blind girl', 'little tramp']",901,/bXNvzjULc9jrOVhGfjcc64uKZmZ.jpg,City Lights,"['Charlie Chaplin', 'Virginia Cherrill', 'Florence Lee', 'Harry Myers']",30,21,Charlie Chaplin
2668,"['Comedy', 'Drama', 'Romance']",[],25010,/wj6Df9ojtFi8v40Ipr2RuCxv9iC.jpg,The Flamingo Kid,"['Matt Dillon', 'Héctor Elizondo', 'Molly McCarthy', 'Martha Gehman']",14,12,Garry Marshall
2669,['Comedy'],"['robbery', 'musician', 'tramp', 'police', 'thief', 'singing', 'dog', 'wallet', 'fired from the job', 'unemployment', 'dance hall', 'short']",36208,/fCjliYnnHFGqw9roMINAfADf0cv.jpg,A Dog's Life,"['Charlie Chaplin', 'Edna Purviance', 'Dave Anderson', 'Minnie Chaplin']",28,13,Charlie Chaplin
2670,"['Comedy', 'Drama']","['angel', 'suicide attempt', 'fistfight', 'slapstick', 'class differences', 'rich poor', 'foundling', 'dream sequence', 'semi autobiographical', 'auto theft', 'little tramp', 'illegitimate son', 'smashing a window', 'abandoned']",10098,/drgMcyTsySQBnUPGaBThCHGdlWT.jpg,The Kid,"['Charlie Chaplin', 'Jackie Coogan', 'Edna Purviance', 'Albert Austin']",35,12,Charlie Chaplin
2671,['Comedy'],[],33374,/gOIKIYpl3Z4t4bTsEg8E9rnQOTV.jpg,Class Reunion,"['Gerrit Graham', 'Michael Lerner', 'Misty Rowe', 'Blackie Dammett']",13,15,Michael Miller
2672,"['Romance', 'Western']","['tree', 'sequoia']",43368,/23kldjf9wR14LzYJqtV1W8Bf04w.jpg,The Big Trees,"['Kirk Douglas', 'Eve Miller', 'Patrice Wymore', 'Edgar Buchanan']",10,4,Felix E. Feist
2673,['Thriller'],"['prison', 'robbery', 'role reversal', 'extramarital affair']",2155,/rK1P7za5gHvCqjrOVcsUTSlaSNq.jpg,Reindeer Games,"['Ben Affleck', 'Gary Sinise', 'Charlize Theron', 'Dennis Farina']",19,16,John Frankenheimer
2674,"['Comedy', 'Drama']","['adultery', 'robbery', 'based on novel', 'professor', 'college', 'police', 'party', 'liar', 'marijuana', 'writer', 'university', 'drug', 'dog']",11004,/aajFu5pK4YqBLKEkZzSBpJjoG68.jpg,Wonder Boys,"['Michael Douglas', 'Tobey Maguire', 'Frances McDormand', 'Katie Holmes']",15,8,Curtis Hanson
2675,"['Action', 'Drama', 'Mystery', 'Thriller']","['diner', 'judgment call']",25212,/umiB6v1vwbtVzK3zJhB3Qk2uUux.jpg,Deterrence,"['Kevin Pollak', 'Timothy Hutton', 'Sheryl Lee Ralph', 'Clotilde Courau']",23,9,Rod Lurie
2676,"['Romance', 'Comedy', 'Drama']","['upper class', 'denmark', 'countryside', 'prostitute', 'callgirl', 'manager', 'rape', 'mentally disabled', 'copenhagen', 'drowning', 'funeral', 'boarding school', 'dogme 95', 'housekeeper', 'disabled', 'dogma']",139,/962ZZDr4FV3L46ZnurqIaZveL60.jpg,Mifune,"['Anders W. Berthelsen', 'Iben Hjejle', 'Jesper Asholt', 'Sofie Gråbøl']",31,11,Søren Kragh-Jacobsen
2677,"['Comedy', 'Crime', 'Mystery']","['suspicion', 'suspect', 'investigation', 'remake', 'murder', 'death', 'accident', 'dysfunctional']",25166,/tAkoosobX8wEwIJnPICEhrCI7H5.jpg,Drowning Mona,"['Danny DeVito', 'Bette Midler', 'Neve Campbell', 'Jamie Lee Curtis']",17,2,Nick Gomez
2678,['Comedy'],"['gay', 'parent child relationship', 'custody battle', 'flush', 'yoga', 'single', 'best friend', 'los angeles', 'single father', 'co-parenting']",1831,/9GzP7WODLwpwxl8WaVpziI68w2n.jpg,The Next Best Thing,"['Madonna', 'Rupert Everett', 'Benjamin Bratt', 'Malcolm Stumpf']",11,12,John Schlesinger
2679,"['Comedy', 'Drama', 'Romance', 'Science Fiction']","['noises', 'alien life-form', 'erection', 'neue frau', 'alien', 'reproduction']",10416,/h4y0j7DO6qRzaFocG1N0710yXaQ.jpg,What Planet Are You From?,"['Garry Shandling', 'Annette Bening', 'John Goodman', 'Greg Kinnear']",12,9,Mike Nichols
2680,['Documentary'],"['wrestling', 'sport', 'controversial', 'ecw', 'wwe']",14271,/mQfGqPwcwWOo03SWnMb5qvInBEj.jpg,Beyond the Mat,"['Mick Foley', 'Terry Funk', 'Vince McMahon', 'Jake Roberts']",15,5,Barry W. Blaustein
2681,"['Crime', 'Drama']","['deportation', 'hitman', 'mission of murder', 'book', 'code', 'telescope', 'beating', 'mafia', 'park', 'pigeon', 'hagakure', 'ice cream', 'haitian', 'cd player', 'rouge', 'arm sling', 'racial slur']",4816,/vkmrlVxvcQ6NPWlXBS9mqQ7goVv.jpg,Ghost Dog: The Way of the Samurai,"['Forest Whitaker', 'Cliff Gorman', 'Tricia Vessey', 'Henry Silva']",25,9,Jim Jarmusch
2682,"['Drama', 'Foreign', 'Romance']",[],19958,/437XILepoDSdXsIBYlANZD7Stsr.jpg,The Year My Voice Broke,"['Noah Taylor', 'Loene Carmen', 'Ben Mendelsohn', 'Graeme Blundell']",11,6,John Duigan
2683,"['Drama', 'Romance']","['unrequited love', 'stock market crash']",28569,/bIZaUSseMeNCJypwWxzj1uE9B3c.jpg,Splendor in the Grass,"['Natalie Wood', 'Warren Beatty', 'Pat Hingle', 'Audrey Christie']",20,11,Elia Kazan
2684,"['Comedy', 'Drama', 'Romance']","['learning and teaching', 'tutor', 'older woman younger man relationship']",2193,/2b7rg7olnmtSBta2TV4rQdBZQXu.jpg,My Tutor,"['Caren Kaye', 'Matt Lattanzi', 'Kevin McCarthy', 'Clark Brandon']",18,11,George Bowers
2685,"['Crime', 'Drama', 'Thriller']","['hotel', 'florida', 'war veteran', 'hurricane', 'florida keys', 'widow', 'gangster', 'alcoholic', 'humiliation', 'death', 'intimidation', 'charter boat', 'nightclub singer', 'wheelchair bound', 'henchmen', 'film noir', 'moll', 'law officer', 'local indians']",11016,/9Uyzz2JJZjMIaD4sOMyan4v95eR.jpg,Key Largo,"['Humphrey Bogart', 'Edward G. Robinson', 'Lauren Bacall', 'Lionel Barrymore']",20,25,John Huston
2686,['Documentary'],"['space travel', 'history', 'apollo s']",20423,/7k8ylisWiEGxdRSlAf6v4PWiAjH.jpg,For All Mankind,"['Jim Lovell', 'Russell Schweickart', 'Eugene Cernan', 'Michael Collins']",8,2,Al Reinert
2687,"['Drama', 'Action', 'History', 'War']","['world war ii', 'german', 'russian', 'troops', 'battle for power', 'hostility', 'commander', 'lieutenant', 'russian front', 'sergeant']",10839,/9KGjHLdyLSBHxRoAk0uUPtE7VtU.jpg,Cross of Iron,"['James Coburn', 'Maximilian Schell', 'James Mason', 'David Warner']",21,40,Sam Peckinpah
2688,"['Horror', 'Science Fiction']","['experiment', 'octopus', 'b movie', 'woman reporter', 'cult director']",36489,/sV4aImhMlxfd2ncomtxFAns3RC8.jpg,Bride of the Monster,"['Bela Lugosi', 'Tony McCoy', 'Tor Johnson', 'Loretta King']",14,15,Edward D. Wood Jr.
2689,"['Comedy', 'Romance', 'Drama']","['washington d.c.', 'congress', 'tycoon']",24481,/yxR3qG3SuqQIMpLwZvoofI1UyY4.jpg,Born Yesterday,"['Judy Holliday', 'Broderick Crawford', 'William Holden', 'Howard St. John']",9,10,George Cukor
2690,"['Drama', 'History']","['lunatic asylum', 'vietnam war']",11296,/4O4uGfudufMXw7sNUJXJorCGcR3.jpg,Birdy,"['Matthew Modine', 'Nicolas Cage', 'John Harkins', 'Sandy Baron']",7,9,Alan Parker
2691,"['Comedy', 'Drama', 'Romance']",['escaped convict'],61651,/5ZU9BtYNRk2FI7jemMy1bVZkB4y.jpg,And God Created Woman,"['Rebecca De Mornay', 'Vincent Spano', 'Frank Langella', 'Donovan Leitch']",9,2,Roger Vadim
2692,['Horror'],"['video nasty', 'splatter film']",28172,/bH2GAITqQeJZsJPQBLhZXOlfjkH.jpg,Blood Feast,"['William Kerwin', 'Mal Arnold', 'Connie Mason', 'Lyn Bolton']",13,9,Herschell Gordon Lewis
2693,"['Action', 'Adventure', 'Drama']","['wolf', 'arctic', 'alaska']",14280,/jUQ8RkdrQ9ubP8IV3bGvZIlDAcF.jpg,Never Cry Wolf,"['Charles Martin Smith', 'Zachary Ittimangnaq', 'Samson Jorah', 'Hugh Webster']",5,1,Carroll Ballard
2694,['Comedy'],['silent film star'],149687,/uSu4ztCcnSE50cvMCZdbpxkkFLg.jpg,The Perils of Pauline,"['Betty Hutton', 'John Lund', 'Billy De Wolfe', 'William Demarest']",19,14,George Marshall
2695,"['Romance', 'Drama']","['housewife', 'racial segregation', 'racism', 'african american', 'urban setting', 'apartment', 'racial tension', 'racial prejudice', 'black family', 'neighborhood', 'discrimination']",29478,/g0dQDvuUgHtdtZK5Zb4440ISF0V.jpg,A Raisin in the Sun,"['Sidney Poitier', 'Claudia McNeil', 'Ruby Dee', 'Diana Sands']",13,18,Daniel Petrie
2696,['Horror'],"['horror', 'gore', 'maniac']",28177,/q6jlKGGKR9TglKazQ0sAiHMoI3I.jpg,Two Thousand Maniacs!,"['Connie Mason', 'William Kerwin', 'Jeffrey Allen', 'Ben Moore']",12,10,Herschell Gordon Lewis
2697,['Science Fiction'],"['mars', 'spacecraft', 'space travel', 'alien', 'long take', 'outer space', 'astronaut', 'dismemberment', 'alien contact', 'trapped in space']",2067,/eco5chujn3Mt7HnuMTUIuobPMoX.jpg,Mission to Mars,"['Gary Sinise', 'Tim Robbins', 'Don Cheadle', 'Connie Nielsen']",17,35,Brian De Palma
2698,"['Horror', 'Mystery', 'Thriller']","['new york', 'obsession', 'passion for collection', 'southern france', 'antiquary', 'book', 'picture puzzle', 'castle', 'satanism', 'demon', 'millionaire']",622,/uamhDQBebdW3UQqOaVmma3yW8pm.jpg,The Ninth Gate,"['Johnny Depp', 'Frank Langella', 'Lena Olin', 'Emmanuelle Seigner']",23,23,Roman Polanski
2699,['Drama'],"['kgb', 'french movies']",28463,/674o9qA7nulzd0Y66h688YNEuPZ.jpg,East/West,"['Catherine Deneuve', 'Sandrine Bonnaire', 'Oleg Menshikov', 'Sergei Bodrov Jr.']",23,1,Régis Wargnier
2700,"['Fantasy', 'Drama', 'Comedy']","['heaven', 'afterlife']",12186,/xywR4UtFJFANoEbcbmOiZckkNPa.jpg,Defending Your Life,"['Albert Brooks', 'Meryl Streep', 'Rip Torn', 'Lee Grant']",17,6,Albert Brooks
2701,"['Drama', 'Comedy']","['bicycle', 'sport', 'cycling', 'bicycle race']",20283,/aHQj3D9fvWILOZWLuqS3WRHjGkq.jpg,Breaking Away,"['Dennis Quaid', 'Daniel Stern', 'Jackie Earle Haley', 'Dennis Christopher']",14,10,Peter Yates
2702,"['Drama', 'Family']","['father son relationship', 'indiana', 'son', 'sport', 'basketball', 'high school sports']",5693,/jKEcIvayP1GGI1TSScoXyEd4mGb.jpg,Hoosiers,"['Gene Hackman', 'Barbara Hershey', 'Dennis Hopper', 'C.W. Mundy']",16,31,David Anspaugh
2703,"['Comedy', 'Romance']","['love triangle', 'poem', 'jealousy', 'age difference', 'baseball', 'trainer', 'sports team', 'pitcher', 'stadium', 'flirt', 'home run', 'sport', 'minor leagues']",287,/wZwXLiR1cisTXaJiuBLvgkS5HWw.jpg,Bull Durham,"['Kevin Costner', 'Susan Sarandon', 'Tim Robbins', 'Trey Wilson']",16,45,Ron Shelton
2704,"['Crime', 'Drama', 'Thriller']","['bank', 'hostage', 'police', 'sex change', 'one day', 'shot in the forehead', 'suicide pact', 'bank cashier', 'car procession', 'attica', 'unhappy marriage']",968,/qgWuZ2yNJrclU8EldQG4rLhwMoy.jpg,Dog Day Afternoon,"['Al Pacino', 'John Cazale', 'Charles Durning', 'Chris Sarandon']",39,30,Sidney Lumet
2705,"['Comedy', 'Drama']","['farewell', 'rock and roll', 'robbery', 'love at first sight', 'car race', 'radio station', 'car breakdown', 'vandalism', 'radio', 'radio presenter', 'airplane', 'car', 'child']",838,/xq8MFYQ6MLZ65mFpweqV6mCs39k.jpg,American Graffiti,"['Richard Dreyfuss', 'Ron Howard', 'Paul Le Mat', 'Charles Martin Smith']",26,15,George Lucas
2706,"['Action', 'Crime', 'Drama', 'Thriller']","['heist', 'on the run', 'classic noir', 'jewel heist', 'film noir']",16958,/gQUEgLDQUtffxPrRUvA0CJBXEZ8.jpg,The Asphalt Jungle,"['Sterling Hayden', 'Louis Calhern', 'Jean Hagen', 'James Whitmore']",15,16,John Huston
2707,['Western'],"['drama', 'native american', 'civil war veteran']",3114,/tOnLv480hVF40FU2o3vOrVotF9O.jpg,The Searchers,"['John Wayne', 'Jeffrey Hunter', 'Vera Miles', 'Natalie Wood']",18,9,John Ford
2708,"['Drama', 'Western', 'Romance']","['love triangle', 'father son relationship', 'ranch', 'fistfight', 'epic', 'gunfight', 'rancher', 'cattle', 'father daughter relationship', 'cowboy', 'sea captain', 'damsel in distress']",12501,/jAiCuFnuoJvB19wiNNDkxP47Gzs.jpg,The Big Country,"['Gregory Peck', 'Jean Simmons', 'Carroll Baker', 'Charlton Heston']",22,44,William Wyler
2709,"['Action', 'Drama', 'Romance', 'Thriller']","['ku klux klan', 'fbi', 'widow', 'murder', 'racism', 'terrorism', 'violence', 'farmer', 'hunt', 'radio show host', 'white supremacist']",31618,/y2EsGbzqQHD81TQKHTLi8ohXFnI.jpg,Betrayed,"['Debra Winger', 'Tom Berenger', 'John Heard', 'Betsy Blair']",17,13,Costa-Gavras
2710,['Music'],"['folk music', 'based on memoir or autobiography', 'dust bowl', 'labor union', 'hoedown']",42232,/qM4qttr8Cd2SUiqe7H6yYeQmIJw.jpg,Bound for Glory,"['David Carradine', 'Ronny Cox', 'Melinda Dillon', 'Gail Strickland']",8,3,Hal Ashby
2711,"['Drama', 'History', 'Thriller', 'War']","['assassination', 'resistance', 'hostage', 'nazis', 'czechoslovakia', 'gestapo', 'nazi occupation']",22178,/n10wraCZWluEoKjkdjns1pV8rSj.jpg,Hangmen Also Die!,"['Brian Donlevy', 'Walter Brennan', 'Anna Lee', 'Gene Lockhart']",30,22,Fritz Lang
2712,"['Science Fiction', 'Drama', 'Romance']","['submarine', 'dystopia', 'australia', 'nuclear war']",35412,/o2DzOxwUTwA3k1d8ruC8rrn2tjy.jpg,On the Beach,"['Gregory Peck', 'Ava Gardner', 'Fred Astaire', 'Anthony Perkins']",8,18,Stanley Kramer
2713,"['Drama', 'Thriller']","['hold-up robbery', 'b movie', 'film noir']",43463,/9bSHaV3LVY1B1kRqMxmA74KwG29.jpg,Railroaded!,"['John Ireland', 'Sheila Ryan', 'Hugh Beaumont', 'Jane Randolph']",12,7,Anthony Mann
2714,"['Action', 'Adventure', 'Crime', 'Thriller']","['1970s', 'kidnapping', 'hostage drama', 'liberation of hostage', 'hostage-taking', 'suspense', 'new york city', 'police officer', 'new york subway']",8333,/wH6poeBC2U9rLa1fu9SEBeV6qKW.jpg,The Taking of Pelham One Two Three,"['Walter Matthau', 'Robert Shaw', 'Martin Balsam', 'Héctor Elizondo']",19,27,Joseph Sargent
2715,['Comedy'],"['gambling', 'cia', 'asia', 'cold war', 'coca-cola', 'communist', 'naivety', 'thailand', 'bridge', 'product placement', 'village', 'spoiled child', 'yale university', 'wealth', 'wealthy', 'debt', 'brainwashing', 'communism']",19259,/8Y9DKNaZErNKOqSP7XSGfRWdXR7.jpg,Volunteers,"['Tom Hanks', 'John Candy', 'Rita Wilson', 'Tim Thomerson']",9,4,Nicholas Meyer
2716,"['Drama', 'Thriller', 'History']","['assassination', 'cia', 'homophobia', 'new orleans', 'vietnam war', 'john f. kennedy', 'investigation', 'government', 'historical figure', 'president', 'conspiracy', 'death', 'kennedy assassination']",820,/9bmXpKDJv2kdtD4QNexErjGTIOz.jpg,JFK,"['Kevin Costner', 'Tommy Lee Jones', 'Gary Oldman', 'Kevin Bacon']",81,69,Oliver Stone
2717,"['Comedy', 'Crime', 'Mystery']","['leave', 'fool', 'nymphomanin', 'disappearance', 'disguise', 'private detective']",11718,/eimYRIjRCIi7k7RR8D9RtVakPl8.jpg,Who's Harry Crumb?,"['John Candy', 'Jeffrey Jones', 'Annie Potts', 'Tim Thomerson']",14,8,Paul Flaherty
2718,"['Comedy', 'Family', 'Fantasy']","['bad smell', 'bigfoot', 'vegetarian', 'hamburger', 'hunting trip', 'wildlife', 'cryptozoology', 'family', 'family holiday', 'footprint', 'french canadian', 'sasquatch']",8989,/mhpajPCVjE3y4wgDLichDF5Peq8.jpg,Harry and the Hendersons,"['John Lithgow', 'Melinda Dillon', 'Margaret Langrick', 'Joshua Rudoy']",15,8,William Dear
2719,['Adventure'],[],58048,/jxL0m3woGmnIZXpV0n123bLH5Ip.jpg,Shanghai Surprise,"['Madonna', 'Sean Penn', 'Paul Freeman', 'Richard Griffiths']",15,3,Jim Goddard
2720,['Comedy'],"['new york', 'falsely accused', 'cult comedy']",26827,/bYWy5zR3y3T1mk6FcxEUS3LAz93.jpg,Who's That Girl,"['Madonna', 'Griffin Dunne', 'Bibi Besch', 'John McMartin']",15,30,James Foley
2721,['Comedy'],"['career woman', 'deceived wife', 'revenge', 'author', 'divorce', 'family conflict', 'woman director']",11157,/obdcgjjmbblIQAg9vQLJ6UVyXdu.jpg,She-Devil,"['Meryl Streep', 'Ed Begley Jr.', 'Linda Hunt', 'Roseanne Barr']",9,32,Susan Seidelman
2722,"['Comedy', 'Fantasy', 'Romance', 'Science Fiction']",[],28370,/nv4mCEGRJH4dI62XfapGh9Q72fN.jpg,Date With an Angel,"['Michael E. Knight', 'Phoebe Cates', 'Emmanuelle Béart', 'David Dukes']",6,2,Tom McLoughlin
2723,"['Comedy', 'Romance']","['brother brother relationship', 'california', 'manager', 'judge', 'expensive restaurant', 'bachelor', 'new love', 'yuppie', 'business man', 'blind date', 'lawyer', 'alcoholic', 'wrongful arrest']",918,/8tJfFsVbYjmJG23umiCK16NQcln.jpg,Blind Date,"['Kim Basinger', 'Bruce Willis', 'John Larroquette', 'William Daniels']",13,16,Blake Edwards
2724,"['Action', 'Comedy', 'Romance']","['texas', 'murder', 'on the run']",61178,/mim8TLLXmD3ui03f9jVmOXGACv8.jpg,Nadine,"['Jeff Bridges', 'Kim Basinger', 'Rip Torn', 'Gwen Verdon']",6,2,Robert Benton
2725,"['Adventure', 'Comedy', 'Family']","['chicken', 'musical', 'frog', 'puppet', 'fame', 'hollywood', 'gonzo', 'muppet', 'kermit', 'fozzie bear', 'kermit the frog', 'floyd', 'dr teeth', 'miss piggy', 'studebaker', 'movie star', 'aftercreditsstinger']",11176,/48Ve7uLDcPJFGaDnmYYdcV3Ve1M.jpg,The Muppet Movie,"['Jim Henson', 'Frank Oz', 'Jerry Nelson', 'Richard Hunt']",33,10,James Frawley
2726,"['Crime', 'Family', 'Comedy']","['the muppets', 'kermit the frog', 'marretas']",14900,/eAWQnR761ediI1a6JL236uxXVE5.jpg,The Great Muppet Caper,"['Jim Henson', 'Frank Oz', 'Dave Goelz', 'Jerry Nelson']",23,6,Jim Henson
2727,"['Romance', 'Comedy', 'Family']","['new york', 'career', 'musical', 'frog', 'pig', 'music', 'puppet', 'puppetry', 'the muppets']",11899,/xLPAUmA5x7BGp7GAzCqET5Asjg9.jpg,The Muppets Take Manhattan,"['Jim Henson', 'Frank Oz', 'Dave Goelz', 'Steve Whitmire']",27,9,Frank Oz
2728,"['Adventure', 'Comedy', 'Family', 'Music']","['flying', 'runaway', 'airport', 'waitress', 'illinois', 'gas station', 'restaurant', 'map', 'adoption', 'social worker', 'chicken', 'key', 'scarecrow', 'letter', 'star', 'carnival', 'airplane', 'barn', 'cage', 'suitcase', 'farm', 'boy', 'friendship', 'police', 'postcard', 'giant bird', 'road trip', 'swimming pool', 'nest', 'truck', 'little boy', 'children', 'family relationships', 'diner', 'based on tv series', 'search', 'haystack', 'lifting person in air', 'best friend', 'crying', 'little girl', 'singing', 'the muppets', 'girl', 'reading aloud', 'police officer', 'parade', 'car chase', 'foster family', 'new home', 'car', 'food fight', 'truck driver', 'sesame street', 'cornfield', 'news reporter', 'binoculars', 'teddy bear', 'volkswagen beetle', 'journey shown on map', 'ferris wheel', 'garbage can', 'campfire story', 'net', 'turkey the bird', 'flying upside down', 'sign language', 'news', 'roller skating', 'excercise', 'part animation', 'jalopy', 'dodo bird', 'lost child', 'birdhouse', 'water pump', 'reference to snow white', 'riding lawn mower', 'upside down', 'child', 'fruit']",36536,/fpx6RC8ShfMnu6LNP2Zpu2RumaV.jpg,Sesame Street Presents Follow That Bird,"['Waylon Jennings', 'Sandra Bernhard', 'John Candy', 'Caroll Spinney']",19,13,Ken Kwapis
2729,"['Animation', 'Science Fiction', 'Family']","['prehistoric', 'dinosaur', 'prehistoric creature', 'prehistoric adventure', 'prehistoric times']",18890,/oDbywMYMM8TZD9B4XuksKkwMgUa.jpg,We're Back! A Dinosaur's Story,"['John Goodman', 'Jay Leno', 'Walter Cronkite', 'Blaze Berdahl']",10,18,Simon Wells
2730,"['Adventure', 'Fantasy', 'Action', 'Science Fiction', 'Family']",[],19736,/mYYAzvVr4JJxJ89mlgETWJWcznK.jpg,Baby: Secret of the Lost Legend,"['William Katt', 'Sean Young', 'Patrick McGoohan', 'Julian Fellowes']",6,4,Bill L. Norton
2731,"['Romance', 'Comedy', 'Drama']",[],123047,/v2DLQlMrbU1jaKZ0nu6hfWvb56P.jpg,Turtle Diary,"['Glenda Jackson', 'Ben Kingsley', 'Michael Gambon', 'Nigel Hawthorne']",11,3,John Irvin
2732,"['Drama', 'Action', 'Romance']",['titanic'],16535,/8DMS4zPRF3uH4BZ8OC4GtZ8ewD9.jpg,Titanic,"['Clifton Webb', 'Barbara Stanwyck', 'Robert Wagner', 'Audrey Dalton']",10,10,Jean Negulesco
2733,"['Drama', 'Action', 'History']","['atlantic ocean', 'iceberg', 'ship', 'titanic']",10971,/6fDhJAz6AuYWj3hAnvUL42Xlxfj.jpg,A Night to Remember,"['Kenneth More', 'Ronald Allen', 'Robert Ayres', 'Honor Blackman']",18,17,Roy Ward Baker
2734,"['War', 'Action', 'Adventure', 'Drama']","['captain', 'british', 'battle', 'napoleonic wars', 'sea battle']",23928,/irPhwl2cPnVsMBiO2YXOZzytYND.jpg,Captain Horatio Hornblower R.N.,"['Gregory Peck', 'Virginia Mayo', 'Robert Beatty', 'James Robertson Justice']",16,18,Raoul Walsh
2735,['Drama'],"['biography', 'based on true story', 'single mother', 'water pollution', 'environmental law']",462,/if90sXZkI4aaxdlhxKejpniT9ff.jpg,Erin Brockovich,"['Julia Roberts', 'Albert Finney', 'Aaron Eckhart', 'Marg Helgenberger']",10,98,Steven Soderbergh
2736,['Horror'],"['omen', 'airplane accident', 'corpse', 'death', 'near-death experience']",9532,/nW6JfCIWqUpIESlras0nrVy4pCl.jpg,Final Destination,"['Devon Sawa', 'Ali Larter', 'Kerr Smith', 'Tony Todd']",29,72,James Wong
2737,"['Adventure', 'Drama', 'Family']","['canada', 'rocky mountains', 'wilderness', 'spring', 'kodiak bear', 'brown bear', 'puma', 'trapper', 'summer', 'falling from height']",2383,/1EgJJ7uIsMYZJ69T6KfQunuLLBk.jpg,The Bear,"['Tchéky Karyo', 'Jack Wallace', 'André Lacombe']",3,17,Jean-Jacques Annaud
2738,"['Drama', 'Romance']","['chinese civil war', 'romance', 'interracial romance', 'hong kong', 'racism', 'doctor', 'cross cultural relationship', 'mixed race child']",53879,/wpU8B9Mm3AsT7fY1gBOXjWoCkFI.jpg,Love Is a Many-Splendored Thing,"['William Holden', 'Jennifer Jones', 'Torin Thatcher', 'Isobel Elsom']",14,12,Henry King
2739,"['Drama', 'History']",['memoirs'],1396,/37EBRMPRpF49t2gDvr2ybXkVKYa.jpg,Mirror,"['Margarita Terekhova', 'Oleg Yankovskiy', 'Alla Demidova', 'Nikolay Grinko']",11,9,Andrei Tarkovsky
2740,"['Action', 'Adventure', 'Comedy']","['spain', 'protection', 'pirate']",11570,/5kboQXq8cAK4HLOuPDxNgwE1N8R.jpg,The Crimson Pirate,"['Burt Lancaster', 'Nick Cravat', 'Eva Bartok', 'Torin Thatcher']",15,11,Robert Siodmak
2741,"['Drama', 'Thriller', 'Crime', 'Adventure']","['usa', 'southern usa', 'waitress', 'self-defense', 'highway', 'arkansas', 'grand canyon', 'drive over cliff']",1541,/pnzuLoE52EiTfjfqRex2uTkH7LB.jpg,Thelma & Louise,"['Susan Sarandon', 'Geena Davis', 'Harvey Keitel', 'Brad Pitt']",18,54,Ridley Scott
2742,"['Crime', 'Drama', 'Mystery', 'Thriller']","['suspense', 'lawyer', 'courtroom', 'extramarital affair']",17443,/xiMZwW8GJiJteLZttRwxVi7oFet.jpg,...And Justice for All,"['Al Pacino', 'Jack Warden', 'John Forsythe', 'Christine Lahti']",18,9,Norman Jewison
2743,['Comedy'],"['sex', 'nudity', 'college', 'fraternity', 'gross out comedy', 'dean', 'fraternity house', 'probation', '1960s', 'college freshman', 'anarchic comedy']",8469,/AuJkgAh7zAGsm7Oo3CGyDtYvzg0.jpg,Animal House,"['John Belushi', 'Tim Matheson', 'John Vernon', 'Verna Bloom']",41,40,John Landis
2744,"['Comedy', 'Romance']","['independent film', 'lesbian']",27995,/qiJuXvPONqTSSnzhbCBqE7EotV.jpg,She's Gotta Have It,"['Tracy Camilla Johns', 'Tommy Redmond Hicks', 'John Canada Terrell', 'Spike Lee']",7,10,Spike Lee
2745,"['Comedy', 'Drama']",['musical'],36739,/850d9u0a2NlY0eKoS1Ny6Cm6jaQ.jpg,School Daze,"['Samuel L. Jackson', 'Laurence Fishburne', 'Giancarlo Esposito', 'Tisha Campbell-Martin']",17,5,Spike Lee
2746,['Drama'],"['black people', 'italo-american', 'police brutality', 'sun glasses', 'culture clash', 'street war', 'heat', 'restaurant critic', 'radio transmission', 'punk', 'chaos', 'police operation', 'pizzeria', 'pizza', 'money', 'racism', 'hip hop culture']",925,/86iGwYjAcVmrOoLCmU8vsrySoLj.jpg,Do the Right Thing,"['Danny Aiello', 'Ossie Davis', 'Ruby Dee', 'Richard Edson']",42,17,Spike Lee
